BHK,City,Size_sqft,Floors,Bathrooms,Furnishing,Property_Type,Age_years,Parking,Price
5,Mumbai,2352.0,14,3,Fully-furnished,Apartment,16.0,No,38216815.774867214
3,Ahmedabad,4706.0,7,2,Semi-furnished,Apartment,1.0,No,25283249.50481871
4,Jaipur,1312.0,8,2,Semi-furnished,Villa,9.0,Yes,7607922.089299505
2,Jaipur,3874.0,10,2,Semi-furnished,Independent House,6.0,Yes,16722521.372222638
3,Pune,1429.0,10,4,Fully-furnished,Villa,2.0,Yes,11826958.43303637
3,Chennai,4575.0,14,3,Fully-furnished,Apartment,0.0,No,32391007.039393917
5,Chennai,3823.0,5,2,Semi-furnished,Villa,8.0,No,25685508.78236435
4,Jaipur,674.0,2,1,Fully-furnished,Independent House,3.0,Yes,6719441.85482281
2,Ahmedabad,1863.0,5,3,Fully-furnished,Villa,2.0,Yes,12626498.427745761
5,Surat,3395.0,2,3,Fully-furnished,Villa,4.0,Yes,20032593.752203654
5,Surat,1537.0,9,1,Semi-furnished,Independent House,16.0,Yes,9258517.254246162
4,Kolkata,3511.0,5,1,Unfurnished,Independent House,16.0,Yes,16852523.77925192
2,Bangalore,2590.0,1,3,Unfurnished,Apartment,12.0,No,18366920.445560116
4,Chennai,960.0,9,3,Semi-furnished,Independent House,26.0,Yes,8711988.0968914
2,Jaipur,3252.0,10,2,Fully-furnished,Apartment,0.0,Yes,18043258.8356235
4,Ahmedabad,648.0,5,4,Semi-furnished,Villa,12.0,Yes,6534783.147401994
5,Mumbai,4933.0,11,4,Unfurnished,Apartment,6.0,No,58137105.012506016
5,Bangalore,1633.0,1,2,Semi-furnished,Villa,11.0,No,15735214.280146467
1,Surat,853.0,9,1,Unfurnished,Independent House,22.0,Yes,3918973.218177671
3,Delhi,1607.0,9,1,Unfurnished,Apartment,8.0,Yes,16772646.427970419
4,Delhi,3102.0,10,1,Semi-furnished,Apartment,20.0,No,29938687.64045599
1,Ahmedabad,2613.0,10,1,Semi-furnished,Apartment,17.0,No,14259757.604836542
3,Hyderabad,4594.0,9,2,Unfurnished,Independent House,24.0,No,28137302.00447513
4,Hyderabad,4185.0,6,3,Fully-furnished,Villa,19.0,No,32654474.797677368
2,Chennai,3706.0,10,2,Fully-furnished,Apartment,20.0,Yes,25933616.523761712
3,Mumbai,1609.0,10,1,Unfurnished,Villa,12.0,No,22960138.588873833
5,Kolkata,4679.0,2,2,Fully-furnished,Villa,0.0,No,27975804.810765684
1,Ahmedabad,2477.0,12,4,Unfurnished,Villa,1.0,Yes,12939961.872984048
3,Delhi,726.0,13,4,Unfurnished,Apartment,28.0,No,8709199.370632172
3,Delhi,3439.0,7,1,Unfurnished,Villa,28.0,Yes,29067511.354260575
5,Mumbai,1512.0,2,2,Semi-furnished,Apartment,7.0,Yes,25704364.108925574
4,Chennai,4615.0,4,4,Semi-furnished,Villa,1.0,Yes,30757650.729737163
2,Hyderabad,3606.0,4,3,Semi-furnished,Villa,11.0,Yes,23764139.76066558
5,Pune,4436.0,10,1,Unfurnished,Apartment,23.0,Yes,23175784.984981786
2,Chennai,3302.0,7,2,Semi-furnished,Apartment,0.0,Yes,21354096.318612903
4,Chennai,1966.0,6,1,Fully-furnished,Independent House,29.0,No,16024901.777234294
3,Surat,3488.0,12,4,Fully-furnished,Independent House,8.0,No,19790682.066446267
2,Kolkata,769.0,11,3,Semi-furnished,Independent House,24.0,No,5349348.376714807
1,Kolkata,4306.0,12,4,Semi-furnished,Villa,26.0,No,19559047.808205202
1,Delhi,2031.0,13,1,Unfurnished,Independent House,24.0,Yes,17856871.951165766
5,Kolkata,803.0,12,3,Semi-furnished,Independent House,5.0,No,7064224.160721903
4,Delhi,2432.0,10,2,Semi-furnished,Independent House,17.0,Yes,25853200.668066695
5,Chennai,2540.0,7,4,Semi-furnished,Villa,0.0,Yes,19077764.88266612
5,Mumbai,4521.0,6,3,Unfurnished,Independent House,5.0,Yes,53815210.791518696
5,Pune,641.0,1,1,Fully-furnished,Apartment,19.0,No,7401457.625284575
1,Mumbai,1308.0,11,2,Unfurnished,Villa,15.0,Yes,15541735.712117499
1,Chennai,1447.0,4,1,Semi-furnished,Villa,23.0,Yes,10404180.963293804
5,Jaipur,4451.0,14,1,Semi-furnished,Apartment,26.0,No,19791748.962065563
1,Ahmedabad,3912.0,3,2,Fully-furnished,Independent House,23.0,No,22007329.277559415
4,Hyderabad,2792.0,7,3,Semi-furnished,Independent House,1.0,No,21920075.423939474
5,Ahmedabad,1265.0,13,3,Unfurnished,Apartment,1.0,No,8958701.57512978
1,Pune,3423.0,7,2,Unfurnished,Independent House,19.0,No,16359230.55762095
2,Kolkata,1438.0,12,2,Unfurnished,Independent House,24.0,Yes,6859248.763470876
5,Ahmedabad,2996.0,12,1,Unfurnished,Independent House,29.0,No,15082861.527650982
5,Kolkata,4062.0,11,1,Semi-furnished,Villa,26.0,No,20406720.068377804
4,Chennai,1762.0,4,4,Unfurnished,Apartment,21.0,Yes,11854025.325449288
3,Pune,1042.0,7,2,Semi-furnished,Independent House,6.0,Yes,8915338.38198735
3,Surat,3179.0,4,4,Unfurnished,Apartment,15.0,No,14161403.612458173
4,Hyderabad,3454.0,9,2,Fully-furnished,Villa,18.0,Yes,27924266.321811035
4,Hyderabad,3431.0,3,4,Fully-furnished,Independent House,6.0,Yes,27545728.79835104
4,Jaipur,3281.0,10,1,Unfurnished,Apartment,2.0,Yes,14435482.245857041
3,Surat,4739.0,2,1,Fully-furnished,Villa,17.0,Yes,24340040.97744848
4,Delhi,3491.0,5,3,Fully-furnished,Villa,27.0,No,37819173.012913905
1,Hyderabad,3112.0,9,4,Fully-furnished,Apartment,1.0,No,24978513.475648373
5,Bangalore,4148.0,11,2,Fully-furnished,Independent House,8.0,Yes,37088404.1661775
5,Delhi,1699.0,3,4,Semi-furnished,Independent House,22.0,No,19208133.087826613
2,Hyderabad,2617.0,1,1,Unfurnished,Apartment,4.0,No,17638163.950250667
2,Chennai,3180.0,9,3,Fully-furnished,Villa,10.0,Yes,22398308.70338306
5,Pune,3348.0,5,4,Semi-furnished,Apartment,2.0,Yes,22065175.44879117
1,Pune,4181.0,2,1,Fully-furnished,Apartment,23.0,No,25061027.92612615
3,Bangalore,3995.0,6,2,Semi-furnished,Villa,26.0,No,29552333.85897953
3,Chennai,1164.0,3,3,Unfurnished,Apartment,1.0,Yes,9212744.474866457
1,Bangalore,3662.0,14,1,Semi-furnished,Villa,18.0,No,25875708.77696957
3,Kolkata,3865.0,9,2,Unfurnished,Villa,10.0,No,18829358.884276833
4,Mumbai,1916.0,3,4,Semi-furnished,Apartment,20.0,No,27087081.513435446
5,Hyderabad,3608.0,2,2,Semi-furnished,Apartment,11.0,Yes,26597700.20155086
5,Chennai,1016.0,3,2,Fully-furnished,Apartment,14.0,No,10971902.473037174
1,Mumbai,1349.0,6,2,Fully-furnished,Independent House,16.0,No,20898131.17057864
3,Mumbai,2401.0,3,3,Semi-furnished,Villa,21.0,Yes,31439459.338212017
2,Pune,1407.0,9,1,Semi-furnished,Villa,1.0,Yes,9699655.295196744
2,Pune,815.0,9,1,Semi-furnished,Villa,22.0,Yes,6162689.130615566
3,Surat,3743.0,9,2,Unfurnished,Villa,22.0,No,15948169.07355397
2,Kolkata,2007.0,2,4,Semi-furnished,Villa,0.0,No,11651751.26889656
1,Chennai,4622.0,7,4,Unfurnished,Independent House,3.0,No,25285746.056597743
1,Jaipur,2018.0,12,1,Unfurnished,Villa,16.0,Yes,8667711.785577876
3,Chennai,4650.0,2,4,Unfurnished,Independent House,25.0,Yes,24717595.276444692
2,Kolkata,2434.0,1,2,Unfurnished,Apartment,6.0,Yes,11808983.757397948
1,Pune,4844.0,5,1,Unfurnished,Apartment,4.0,Yes,23730716.390518546
1,Pune,2301.0,11,1,Unfurnished,Independent House,7.0,No,12152068.312989669
4,Hyderabad,3122.0,11,4,Unfurnished,Villa,0.0,Yes,21432270.59133986
4,Ahmedabad,1356.0,8,1,Semi-furnished,Villa,27.0,No,8724321.426083226
1,Pune,2376.0,14,3,Unfurnished,Villa,9.0,No,12832208.366037337
3,Bangalore,2025.0,3,2,Semi-furnished,Villa,3.0,No,17542878.2531299
5,Hyderabad,1916.0,7,3,Semi-furnished,Villa,13.0,Yes,16024590.160551166
5,Delhi,3979.0,6,1,Unfurnished,Independent House,8.0,Yes,36592068.01417282
1,Ahmedabad,4371.0,11,4,Semi-furnished,Independent House,25.0,No,22077723.0333305
1,Ahmedabad,2294.0,13,3,Semi-furnished,Independent House,16.0,No,12336593.07816291
1,Bangalore,3565.0,14,3,Unfurnished,Apartment,13.0,Yes,23696161.662460398
3,Ahmedabad,3220.0,1,3,Semi-furnished,Apartment,18.0,No,16728867.502630966
4,Jaipur,4704.0,12,4,Semi-furnished,Independent House,1.0,Yes,21039059.169406414
1,Pune,4176.0,7,4,Fully-furnished,Independent House,13.0,Yes,25882850.470761847
1,Pune,852.0,3,1,Fully-furnished,Apartment,8.0,No,7458907.631218221
2,Hyderabad,3731.0,14,4,Unfurnished,Independent House,25.0,Yes,21891676.032539558
3,Kolkata,1927.0,4,3,Unfurnished,Apartment,4.0,No,9655966.08376564
1,Bangalore,2692.0,14,1,Unfurnished,Apartment,14.0,Yes,18654469.96109653
2,Pune,2277.0,10,4,Unfurnished,Independent House,5.0,No,13239399.794898894
5,Mumbai,4036.0,2,2,Unfurnished,Independent House,15.0,Yes,48227232.37598958
1,Surat,1616.0,11,4,Fully-furnished,Apartment,10.0,No,10454496.344140345
1,Pune,2820.0,1,4,Fully-furnished,Independent House,27.0,No,17835329.23807462
2,Chennai,1033.0,5,1,Semi-furnished,Villa,23.0,No,7345979.081915064
3,Mumbai,1717.0,6,1,Fully-furnished,Apartment,8.0,No,29882074.24242096
1,Kolkata,3488.0,11,1,Unfurnished,Apartment,11.0,Yes,15115189.187439492
5,Mumbai,2728.0,2,2,Fully-furnished,Villa,7.0,Yes,44660715.79283265
1,Ahmedabad,2479.0,10,2,Semi-furnished,Villa,23.0,No,12216001.319523815
5,Surat,2576.0,6,4,Unfurnished,Villa,16.0,Yes,12964681.977606738
4,Delhi,1031.0,6,4,Unfurnished,Independent House,25.0,No,11627495.89952911
4,Surat,3576.0,8,1,Semi-furnished,Villa,11.0,Yes,18760109.69805621
5,Pune,2444.0,8,1,Fully-furnished,Villa,26.0,Yes,17522795.285701443
3,Hyderabad,4735.0,6,2,Semi-furnished,Independent House,0.0,Yes,32876876.4540342
1,Jaipur,3599.0,7,2,Unfurnished,Villa,7.0,No,13674827.139606446
1,Kolkata,4857.0,4,1,Unfurnished,Apartment,27.0,No,20585877.954220165
4,Hyderabad,4329.0,5,4,Fully-furnished,Villa,0.0,No,35447381.497143
5,Pune,4614.0,6,2,Semi-furnished,Villa,12.0,No,26400671.334164526
1,Hyderabad,3084.0,6,1,Fully-furnished,Independent House,4.0,Yes,25178845.429665275
1,Chennai,2048.0,3,1,Unfurnished,Independent House,19.0,Yes,11460402.268242756
3,Mumbai,1988.0,9,1,Semi-furnished,Villa,4.0,Yes,28406878.88012797
2,Jaipur,4159.0,4,2,Semi-furnished,Villa,7.0,No,17990199.45861044
4,Pune,727.0,8,4,Fully-furnished,Apartment,10.0,No,8034659.117149155
4,Ahmedabad,4971.0,13,2,Unfurnished,Independent House,27.0,Yes,23253181.829811927
2,Kolkata,4852.0,4,4,Semi-furnished,Apartment,25.0,No,23221154.28133572
1,Ahmedabad,1198.0,6,2,Fully-furnished,Apartment,23.0,No,7881535.697309608
3,Mumbai,937.0,1,1,Unfurnished,Villa,19.0,Yes,15182721.059170844
3,Jaipur,2184.0,14,1,Unfurnished,Villa,7.0,No,10443188.70764845
4,Mumbai,2653.0,2,3,Unfurnished,Villa,9.0,Yes,34001374.22342809
3,Bangalore,3414.0,6,1,Fully-furnished,Apartment,4.0,Yes,30941362.893250328
2,Ahmedabad,3717.0,3,4,Unfurnished,Apartment,19.0,Yes,16767301.215994896
1,Mumbai,1459.0,11,1,Fully-furnished,Independent House,22.0,No,22139976.572574794
2,Mumbai,2339.0,7,3,Unfurnished,Independent House,2.0,Yes,29563833.580131512
5,Hyderabad,777.0,1,1,Fully-furnished,Independent House,4.0,No,12050604.372933052
4,Pune,4720.0,14,1,Fully-furnished,Independent House,14.0,No,29969824.975360796
3,Hyderabad,4256.0,3,2,Semi-furnished,Independent House,13.0,Yes,28840068.388873387
5,Bangalore,1843.0,3,4,Fully-furnished,Independent House,20.0,No,18884155.225390196
3,Surat,1214.0,14,3,Semi-furnished,Apartment,4.0,Yes,7737700.8135147095
1,Surat,2005.0,12,2,Unfurnished,Villa,1.0,No,8850468.703577679
1,Hyderabad,4421.0,1,3,Unfurnished,Independent House,25.0,Yes,25018123.45065763
1,Delhi,3214.0,4,1,Fully-furnished,Apartment,6.0,No,33962873.97228022
3,Ahmedabad,1847.0,8,3,Unfurnished,Apartment,26.0,No,9009642.707858225
5,Hyderabad,2942.0,11,2,Unfurnished,Villa,25.0,Yes,18879436.482644808
1,Chennai,4460.0,7,1,Fully-furnished,Independent House,6.0,Yes,30287132.579500362
5,Chennai,2252.0,7,2,Unfurnished,Villa,23.0,Yes,14650944.353958229
3,Kolkata,3005.0,14,4,Unfurnished,Villa,13.0,Yes,14181757.087966632
5,Bangalore,2237.0,5,4,Unfurnished,Villa,22.0,Yes,17879511.990735073
3,Bangalore,4669.0,14,4,Semi-furnished,Independent House,14.0,No,33744585.92989518
3,Hyderabad,1608.0,13,3,Unfurnished,Independent House,16.0,Yes,12270996.62250394
4,Jaipur,3179.0,4,4,Fully-furnished,Independent House,8.0,No,16933864.958136644
3,Mumbai,1537.0,10,3,Fully-furnished,Apartment,3.0,No,28374746.10983993
3,Pune,1411.0,6,3,Unfurnished,Apartment,29.0,Yes,8268530.514061187
2,Mumbai,2596.0,2,2,Fully-furnished,Apartment,15.0,No,38046555.912500605
1,Mumbai,3513.0,1,1,Fully-furnished,Independent House,13.0,No,48423924.962522246
4,Bangalore,858.0,13,1,Fully-furnished,Villa,29.0,No,10389753.254081314
4,Bangalore,1576.0,7,2,Fully-furnished,Villa,28.0,No,16237243.772814538
4,Chennai,2603.0,13,4,Unfurnished,Apartment,0.0,No,17423069.496041678
2,Bangalore,4027.0,4,2,Fully-furnished,Villa,25.0,No,32958348.077286962
3,Hyderabad,2802.0,7,2,Semi-furnished,Apartment,26.0,No,19528541.049755268
1,Chennai,4600.0,6,1,Semi-furnished,Villa,1.0,No,28079902.87878154
5,Ahmedabad,2104.0,11,3,Semi-furnished,Independent House,12.0,Yes,14562936.035706123
3,Mumbai,1575.0,9,2,Unfurnished,Apartment,7.0,Yes,22380262.499104366
2,Ahmedabad,4548.0,12,2,Fully-furnished,Apartment,28.0,Yes,26400602.89220072
3,Mumbai,828.0,10,3,Unfurnished,Villa,23.0,Yes,13299797.609551415
3,Mumbai,3732.0,6,1,Fully-furnished,Independent House,24.0,Yes,52614667.5529504
2,Kolkata,3977.0,3,4,Fully-furnished,Independent House,8.0,Yes,21221505.24975893
4,Mumbai,1502.0,7,2,Fully-furnished,Independent House,9.0,No,27159744.94690579
4,Jaipur,1076.0,9,4,Fully-furnished,Independent House,23.0,Yes,7233576.053618692
1,Ahmedabad,826.0,14,4,Fully-furnished,Apartment,19.0,No,6078387.526057933
1,Mumbai,2027.0,11,2,Unfurnished,Independent House,9.0,No,24513058.589319922
4,Delhi,3321.0,10,4,Unfurnished,Villa,29.0,No,29047245.491289806
5,Delhi,1965.0,12,2,Semi-furnished,Apartment,22.0,No,21181723.135773502
3,Delhi,3725.0,12,3,Unfurnished,Villa,15.0,No,32167948.18748876
5,Hyderabad,2781.0,13,3,Semi-furnished,Independent House,8.0,Yes,21855535.201839697
3,Chennai,2880.0,6,3,Semi-furnished,Apartment,5.0,Yes,19662792.616655264
4,Ahmedabad,994.0,7,3,Fully-furnished,Villa,27.0,No,7483484.887774974
1,Mumbai,1638.0,8,1,Unfurnished,Independent House,21.0,No,19309684.72609414
1,Surat,2916.0,4,3,Unfurnished,Apartment,11.0,No,11408573.994396605
5,Chennai,1856.0,5,2,Fully-furnished,Independent House,16.0,No,15444863.375337267
1,Surat,1653.0,4,2,Fully-furnished,Independent House,9.0,Yes,10622679.580584055
4,Pune,3749.0,1,2,Semi-furnished,Independent House,10.0,Yes,21956856.159930136
5,Jaipur,2642.0,6,4,Unfurnished,Independent House,8.0,Yes,11572641.633587861
3,Pune,3888.0,7,2,Unfurnished,Villa,17.0,Yes,18950402.656894583
1,Bangalore,1624.0,2,1,Semi-furnished,Independent House,2.0,Yes,13756425.351732647
2,Chennai,1301.0,6,1,Semi-furnished,Apartment,29.0,Yes,9684894.200807452
1,Surat,2542.0,14,1,Semi-furnished,Villa,4.0,Yes,12352836.749273626
3,Kolkata,707.0,11,1,Fully-furnished,Independent House,4.0,Yes,7100445.460574009
5,Mumbai,3154.0,2,1,Semi-furnished,Apartment,4.0,No,43769038.76496217
3,Hyderabad,972.0,10,1,Semi-furnished,Apartment,10.0,Yes,9099314.453658832
2,Ahmedabad,2138.0,13,3,Fully-furnished,Villa,3.0,No,14426265.178608136
4,Mumbai,635.0,5,1,Semi-furnished,Villa,4.0,No,15243629.069632271
1,Ahmedabad,4856.0,1,4,Semi-furnished,Villa,28.0,No,23654585.40284068
5,Kolkata,1670.0,3,1,Unfurnished,Villa,27.0,No,9315348.90697601
4,Mumbai,957.0,4,2,Semi-furnished,Independent House,18.0,Yes,17697102.389377236
3,Jaipur,1936.0,4,2,Semi-furnished,Villa,10.0,Yes,8736688.379881937
5,Bangalore,4071.0,2,4,Fully-furnished,Villa,11.0,No,36206666.4231168
4,Delhi,2648.0,8,1,Semi-furnished,Apartment,16.0,Yes,27463372.975530595
5,Kolkata,4742.0,6,3,Unfurnished,Villa,14.0,No,21693515.10747752
2,Bangalore,1006.0,9,3,Unfurnished,Apartment,27.0,Yes,8755223.392147142
2,Mumbai,3105.0,6,3,Fully-furnished,Independent House,22.0,No,43911529.95834058
1,Surat,2883.0,3,3,Unfurnished,Apartment,25.0,Yes,11342686.807387926
1,Bangalore,945.0,12,1,Fully-furnished,Independent House,1.0,Yes,10469155.141545113
2,Hyderabad,3281.0,2,4,Unfurnished,Apartment,23.0,No,19893954.425964497
5,Bangalore,943.0,9,3,Unfurnished,Apartment,0.0,Yes,10632262.733566705
2,Pune,617.0,3,1,Semi-furnished,Villa,5.0,Yes,5508906.069617672
1,Jaipur,2040.0,6,1,Fully-furnished,Apartment,0.0,Yes,10609217.368061787
2,Kolkata,3270.0,10,1,Semi-furnished,Independent House,14.0,No,16305630.18257385
2,Delhi,1066.0,2,1,Fully-furnished,Apartment,23.0,No,13693383.594021592
5,Mumbai,4102.0,7,1,Semi-furnished,Villa,1.0,No,55190489.70772288
4,Kolkata,2436.0,14,2,Unfurnished,Villa,7.0,No,12763901.830307923
1,Chennai,4683.0,1,1,Semi-furnished,Independent House,15.0,No,26713773.981298704
5,Kolkata,2152.0,9,1,Unfurnished,Villa,15.0,Yes,11735971.308277626
2,Hyderabad,4890.0,1,1,Fully-furnished,Apartment,15.0,Yes,36476805.16545503
2,Kolkata,3186.0,9,2,Fully-furnished,Independent House,19.0,No,18050019.728046943
4,Chennai,1703.0,11,2,Unfurnished,Villa,18.0,No,11226463.920741865
1,Bangalore,3437.0,1,4,Semi-furnished,Apartment,1.0,No,25470192.053897906
1,Pune,905.0,1,4,Unfurnished,Villa,19.0,No,5323126.888176904
3,Bangalore,4407.0,8,1,Semi-furnished,Villa,13.0,No,33369922.68422214
1,Bangalore,4714.0,1,3,Unfurnished,Independent House,25.0,No,28156719.68916799
4,Chennai,4579.0,8,1,Unfurnished,Independent House,26.0,Yes,25913137.808508705
3,Ahmedabad,812.0,3,4,Fully-furnished,Independent House,29.0,Yes,7050533.846112437
3,Delhi,662.0,4,3,Semi-furnished,Apartment,25.0,No,8178793.498466408
2,Chennai,2028.0,2,3,Semi-furnished,Villa,1.0,No,14206187.164624173
2,Bangalore,4888.0,13,4,Unfurnished,Independent House,18.0,No,31421194.426835578
1,Kolkata,2065.0,6,1,Semi-furnished,Apartment,28.0,No,9707213.481112085
3,Delhi,898.0,7,4,Unfurnished,Apartment,1.0,No,11775547.461466337
2,Mumbai,4086.0,10,3,Unfurnished,Apartment,17.0,No,45233637.50235673
4,Surat,1547.0,3,2,Semi-furnished,Villa,25.0,No,8427956.876814459
2,Mumbai,2442.0,14,1,Semi-furnished,Independent House,24.0,Yes,30009907.7492051
2,Hyderabad,3630.0,9,4,Unfurnished,Villa,16.0,Yes,21789476.930695876
3,Bangalore,3296.0,3,4,Semi-furnished,Apartment,18.0,No,25083923.546690598
3,Kolkata,739.0,7,4,Semi-furnished,Villa,27.0,Yes,5125334.813957861
5,Ahmedabad,2858.0,4,2,Semi-furnished,Independent House,13.0,Yes,16675834.649929052
4,Pune,1171.0,5,2,Semi-furnished,Apartment,16.0,Yes,8286504.974272346
3,Pune,3119.0,12,1,Fully-furnished,Villa,15.0,Yes,20188990.830479097
1,Delhi,2961.0,9,1,Fully-furnished,Independent House,18.0,Yes,30775445.502496798
4,Ahmedabad,3893.0,3,1,Unfurnished,Independent House,16.0,Yes,18382729.3554735
4,Surat,901.0,3,4,Unfurnished,Independent House,29.0,Yes,5174014.505339161
3,Mumbai,2606.0,9,2,Fully-furnished,Independent House,11.0,No,38934804.940353826
4,Surat,4648.0,9,1,Unfurnished,Apartment,24.0,No,18980296.708762903
3,Jaipur,1587.0,13,2,Fully-furnished,Apartment,20.0,No,9645613.351818213
2,Mumbai,1642.0,4,3,Unfurnished,Villa,3.0,Yes,21586469.347828094
5,Mumbai,4881.0,1,1,Semi-furnished,Independent House,7.0,No,63610753.07866302
2,Mumbai,2565.0,1,2,Semi-furnished,Independent House,27.0,No,31790653.81074859
3,Kolkata,4408.0,12,1,Fully-furnished,Apartment,0.0,No,26310336.279242937
3,Chennai,4755.0,9,2,Fully-furnished,Villa,13.0,Yes,32127888.961265057
2,Kolkata,4459.0,6,2,Fully-furnished,Villa,8.0,Yes,25630226.798774716
1,Pune,641.0,5,4,Fully-furnished,Apartment,17.0,Yes,5381787.462860214
1,Kolkata,896.0,13,3,Semi-furnished,Apartment,23.0,Yes,5040990.708170953
1,Surat,3127.0,12,1,Semi-furnished,Apartment,22.0,Yes,13630419.502330884
3,Kolkata,2055.0,10,2,Fully-furnished,Apartment,25.0,No,12419969.666973744
4,Chennai,3008.0,13,1,Fully-furnished,Apartment,11.0,Yes,23282460.98566611
3,Delhi,4881.0,3,2,Unfurnished,Apartment,1.0,No,41288271.5458101
4,Ahmedabad,1528.0,3,3,Semi-furnished,Villa,25.0,No,9259146.911748227
2,Delhi,2676.0,2,2,Semi-furnished,Apartment,25.0,No,25127403.7834105
5,Jaipur,1170.0,13,2,Fully-furnished,Apartment,5.0,Yes,8817269.149196407
4,Pune,2355.0,7,1,Unfurnished,Villa,4.0,Yes,12824055.115073139
1,Jaipur,3929.0,9,3,Semi-furnished,Villa,22.0,No,16515067.544672271
3,Jaipur,2578.0,6,2,Unfurnished,Independent House,17.0,Yes,11234309.91032145
2,Ahmedabad,2506.0,10,1,Unfurnished,Independent House,13.0,Yes,11940551.13674368
1,Ahmedabad,2188.0,1,2,Semi-furnished,Villa,14.0,Yes,11381022.885959256
2,Chennai,4931.0,6,1,Semi-furnished,Apartment,25.0,Yes,28456345.8825245
5,Chennai,1069.0,11,3,Unfurnished,Villa,12.0,No,9954427.816361807
3,Delhi,1646.0,8,4,Unfurnished,Apartment,8.0,Yes,16613226.212360326
3,Chennai,4274.0,8,3,Semi-furnished,Apartment,27.0,Yes,26067282.019124616
5,Chennai,1364.0,14,1,Fully-furnished,Apartment,18.0,No,13570835.933477383
3,Hyderabad,4909.0,10,3,Unfurnished,Villa,0.0,No,31178822.688078057
4,Bangalore,527.0,13,1,Semi-furnished,Apartment,7.0,Yes,8247348.960069282
2,Delhi,1529.0,3,1,Unfurnished,Villa,15.0,No,15293588.552882323
1,Ahmedabad,2496.0,13,3,Semi-furnished,Apartment,22.0,No,12105451.798508767
5,Delhi,1841.0,1,4,Unfurnished,Apartment,6.0,No,20356712.194578554
4,Ahmedabad,1748.0,5,3,Unfurnished,Villa,15.0,No,10048469.139581954
1,Kolkata,2636.0,6,1,Fully-furnished,Villa,12.0,No,14927073.674612608
1,Bangalore,2587.0,10,4,Unfurnished,Apartment,12.0,Yes,17874207.925038677
5,Hyderabad,1180.0,9,1,Unfurnished,Apartment,19.0,No,10994912.367455965
4,Hyderabad,874.0,2,4,Unfurnished,Independent House,25.0,Yes,8317504.610800478
1,Surat,3869.0,14,3,Semi-furnished,Villa,18.0,Yes,17114624.26436451
1,Pune,3545.0,1,3,Semi-furnished,Independent House,10.0,No,19641268.001338847
4,Ahmedabad,2837.0,7,1,Semi-furnished,Independent House,26.0,Yes,15322231.649052726
3,Pune,1305.0,2,4,Semi-furnished,Independent House,15.0,Yes,9001701.611205844
1,Kolkata,3539.0,11,1,Unfurnished,Villa,8.0,Yes,15975954.977409633
2,Hyderabad,778.0,2,4,Fully-furnished,Apartment,12.0,No,8725245.01555115
4,Kolkata,1905.0,3,1,Unfurnished,Apartment,18.0,No,10275915.614321493
1,Jaipur,1287.0,14,3,Unfurnished,Villa,29.0,No,5344523.537197444
5,Bangalore,1832.0,4,2,Fully-furnished,Independent House,22.0,Yes,18577186.37425116
2,Surat,4872.0,13,1,Fully-furnished,Villa,26.0,No,24104067.868657432
1,Kolkata,3647.0,7,2,Fully-furnished,Apartment,22.0,Yes,19470525.558771614
2,Surat,2845.0,1,3,Fully-furnished,Villa,9.0,Yes,15866985.672497895
2,Bangalore,3949.0,13,2,Fully-furnished,Independent House,6.0,No,33777414.79563413
3,Delhi,932.0,6,4,Fully-furnished,Villa,16.0,Yes,14016720.964357032
2,Kolkata,1509.0,11,2,Semi-furnished,Apartment,29.0,Yes,8017408.073746377
3,Chennai,4349.0,7,1,Fully-furnished,Apartment,29.0,No,29723271.679515004
4,Mumbai,816.0,3,2,Fully-furnished,Apartment,28.0,No,16311996.60711542
3,Hyderabad,4716.0,3,4,Fully-furnished,Independent House,27.0,Yes,35464036.76024616
